0,train,1.3866140807668368,0.2665
0,valid,1.3790832084417344,0.3275
1,train,1.3785934243599574,0.3317
1,valid,1.3686546483635902,0.4644
2,train,1.3706618450085322,0.3858
2,valid,1.3524574023485183,0.5194
3,train,1.3576595748464266,0.4075
3,valid,1.3256527680158614,0.5219
4,train,1.335884223083655,0.4294
4,valid,1.2872135445475579,0.4556
5,train,1.3029389710227648,0.4358
5,valid,1.2260206389427184,0.4531
6,train,1.2615855446457862,0.4515
6,valid,1.1633965212106705,0.4963
7,train,1.2333467836678027,0.4617
7,valid,1.1590720155835152,0.4919
8,train,1.231760719170173,0.4575
8,valid,1.1385917979478837,0.5188
9,train,1.2327031375467776,0.4660
9,valid,1.1302081112563611,0.5169
10,train,1.2298202987015248,0.4571
10,valid,1.1343279291689397,0.4963
11,train,1.2109081334869067,0.4810
11,valid,1.1124268925189973,0.5438
12,train,1.2183401448031266,0.4600
12,valid,1.0962469999492168,0.5475
13,train,1.2117488927642504,0.4785
13,valid,1.1084931144118308,0.5131
14,train,1.212051162670056,0.4719
14,valid,1.1225217974185944,0.5000
15,train,1.2134605369965235,0.4658
15,valid,1.1080705173313619,0.5188
16,train,1.2130239391326905,0.4658
16,valid,1.122831642627716,0.5031
17,train,1.2120941683650017,0.4750
17,valid,1.1370625200867652,0.4713
18,train,1.2106211152176063,0.4783
18,valid,1.0776648564636708,0.5769
19,train,1.207444905291001,0.4738
19,valid,1.0961179630458355,0.5413
20,train,1.202016820758581,0.4769
20,valid,1.1143308824300766,0.5050
21,train,1.2095677749315898,0.4758
21,valid,1.0972861835360528,0.5225
22,train,1.205964929163456,0.4794
22,valid,1.1007311150431633,0.5262
23,train,1.2087389483551185,0.4800
23,valid,1.0916440895199775,0.5575
24,train,1.2085511984924475,0.4731
24,valid,1.090793627202511,0.5613
