0,train,1.2753664315740267,0.4046
0,valid,1.0479309971630573,0.5856
1,train,1.1354603179544211,0.5160
1,valid,1.011191669628024,0.5706
2,train,1.0901876512666544,0.5383
2,valid,0.984870239533484,0.5944
3,train,1.0658129192392032,0.5538
3,valid,0.8844863355532289,0.6581
4,train,1.0447933699687322,0.5671
4,valid,1.0033805456757545,0.5787
5,train,1.033203806032737,0.5715
5,valid,0.8507905463501811,0.6600
6,train,1.0220542749390007,0.5717
6,valid,0.8934233656153083,0.6294
7,train,0.9967035623391469,0.5900
7,valid,0.8925039299018681,0.6356
8,train,0.998286385498941,0.5819
8,valid,0.8858210412226617,0.6338
9,train,0.9990385081991553,0.5917
9,valid,0.8379894334077835,0.6694
10,train,0.9859075671806932,0.6015
10,valid,0.8662490082904697,0.6494
11,train,0.9933343592410286,0.5910
11,valid,0.857819532006979,0.6631
12,train,0.9945188599079847,0.5842
12,valid,0.8834850282594562,0.6300
13,train,0.9887235509604215,0.5879
13,valid,0.8837541094329208,0.6444
14,train,0.988539148295919,0.5908
14,valid,0.8770113834179938,0.6475
15,train,0.9988060273726781,0.5892
15,valid,0.8661864386498928,0.6519
16,train,0.9883792494734128,0.5985
16,valid,0.8423443029168993,0.6700
17,train,0.9860415116200845,0.5967
17,valid,0.8967468720301985,0.6331
18,train,0.9929580694685379,0.5906
18,valid,0.8509062837064266,0.6700
19,train,0.993730113953352,0.5854
19,valid,0.8578754489682615,0.6431
20,train,0.984827025818328,0.5913
20,valid,0.8945368613116443,0.6225
21,train,1.0091321573903163,0.5794
21,valid,0.8872744636423886,0.6350
22,train,0.9864477076753974,0.5869
22,valid,0.8707850411534309,0.6531
23,train,0.9907920891419053,0.5867
23,valid,0.8680906083807349,0.6450
24,train,0.9837141337494055,0.5915
24,valid,0.8715971077233553,0.6500
